dataset,target,held_out_country,eligible_for_training,test_rows,test_events,test_non_events,test_event_rate,test_months,test_start_month,test_end_month,test_class_count,has_two_test_classes,fold_status,diagnostic_reason,pr_auc_reliability,f1_reliability,train_rows,train_events,train_event_rate,validation_rows,validation_events,validation_event_rate,validation_stratified,random_seed,validation_size,min_test_rows,min_train_rows
waqd2024,PM25_p95_rel_p90_h3,Thailand,True,14,4,10,0.2857142857142857,14,2022-06,2023-12,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,170,34,0.2,31,6,0.1935483870967742,True,42,0.15,8,30
waqd2024,PM25_p95_rel_p90_h3,United Kingdom,True,11,3,8,0.2727272727272727,11,2021-10,2023-12,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,173,35,0.2023121387283237,31,6,0.1935483870967742,True,42,0.15,8,30
waqd2024,PM25_p95_rel_p90_h3,United States,True,79,14,65,0.17721518987341772,79,2016-08,2023-02,2,True,usable,test fold has both classes and enough support for cautious aggregation,usable,usable,115,25,0.21739130434782608,21,5,0.23809523809523808,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Australia,True,8,1,7,0.125,8,2021-03,2024-01,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,206,41,0.19902912621359223,37,7,0.1891891891891892,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Austria,False,3,1,2,0.3333333333333333,3,2023-11,2024-01,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Canada,False,2,1,1,0.5,2,2024-01,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Chile,False,6,1,5,0.16666666666666666,6,2017-05,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,China,True,15,2,13,0.13333333333333333,15,2019-10,2021-07,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,200,40,0.2,36,7,0.19444444444444445,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Czech Republic,False,1,0,1,0.0,1,2023-08,2023-08,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Finland,False,2,1,1,0.5,2,2024-01,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,France,True,27,3,24,0.1111111111111111,27,2017-11,2024-02,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,190,39,0.20526315789473684,34,7,0.20588235294117646,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Germany,True,8,2,6,0.25,8,2018-12,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,206,40,0.1941747572815534,37,7,0.1891891891891892,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,India,True,11,1,10,0.09090909090909091,11,2018-04,2022-09,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,204,41,0.20098039215686275,36,7,0.19444444444444445,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Italy,False,7,3,4,0.42857142857142855,7,2022-06,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Mexico,True,12,0,12,0.0,12,2023-03,2024-02,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,203,42,0.20689655172413793,36,7,0.19444444444444445,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Mongolia,False,1,0,1,0.0,1,2019-12,2019-12,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Norway,True,8,1,7,0.125,8,2019-06,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,206,41,0.19902912621359223,37,7,0.1891891891891892,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Poland,True,13,1,12,0.07692307692307693,13,2019-12,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,202,41,0.20297029702970298,36,7,0.19444444444444445,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,South Africa,True,15,3,12,0.2,15,2021-11,2023-04,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,200,39,0.195,36,7,0.19444444444444445,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Spain,True,9,2,7,0.2222222222222222,9,2022-01,2024-02,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,205,40,0.1951219512195122,37,7,0.1891891891891892,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Sweden,False,2,2,0,1.0,2,2024-01,2024-02,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Thailand,True,27,5,22,0.18518518518518517,27,2021-07,2024-02,2,True,usable,test fold has both classes and enough support for cautious aggregation,usable,usable,190,37,0.19473684210526315,34,7,0.20588235294117646,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,Turkey,True,9,3,6,0.3333333333333333,9,2017-09,2023-04,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,205,39,0.1902439024390244,37,7,0.1891891891891892,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,United Kingdom,True,13,5,8,0.38461538461538464,13,2021-10,2024-02,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,202,37,0.18316831683168316,36,7,0.19444444444444445,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h1,United States,True,52,11,41,0.21153846153846154,52,2016-12,2023-04,2,True,usable,test fold has both classes and enough support for cautious aggregation,usable,usable,169,32,0.1893491124260355,30,6,0.2,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Australia,False,6,0,6,0.0,6,2021-01,2023-10,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Austria,False,3,1,2,0.3333333333333333,3,2023-08,2023-11,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Canada,False,5,1,4,0.2,5,2021-04,2023-11,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,China,True,15,1,14,0.06666666666666667,15,2019-05,2021-05,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,172,33,0.19186046511627908,31,6,0.1935483870967742,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,France,True,22,3,19,0.13636363636363635,22,2017-11,2023-12,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,166,31,0.18674698795180722,30,6,0.2,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Germany,False,5,4,1,0.8,5,2019-09,2023-12,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,India,False,6,1,5,0.16666666666666666,6,2020-01,2022-07,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Italy,False,4,1,3,0.25,4,2022-07,2023-12,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Mexico,True,13,0,13,0.0,13,2022-10,2023-12,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,174,34,0.19540229885057472,31,6,0.1935483870967742,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Norway,False,7,2,5,0.2857142857142857,7,2019-03,2023-12,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Poland,True,9,0,9,0.0,9,2019-10,2023-12,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,177,34,0.192090395480226,32,6,0.1875,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,South Africa,True,15,3,12,0.2,15,2021-11,2023-02,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,172,31,0.18023255813953487,31,6,0.1935483870967742,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Spain,False,7,1,6,0.14285714285714285,7,2020-06,2023-12,2,True,unstable_low_support,test fold has both classes but too few samples or too few events,unstable,unstable,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Sweden,False,1,0,1,0.0,1,2023-01,2023-01,1,False,unstable_single_class,test fold has a single observed class; threshold metrics and ranking metrics are fragile,unstable_single_class,unstable_single_class,0,0,,0,0,,False,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Thailand,True,26,5,21,0.19230769230769232,26,2021-10,2023-12,2,True,usable,test fold has both classes and enough support for cautious aggregation,usable,usable,163,30,0.18404907975460122,29,5,0.1724137931034483,True,42,0.15,8,30
waqd2024,PM10_p95_rel_p90_h3,Turkey,True,10,3,7,0.3,10,2017-07,2023-02,2,True,limited_support,test fold has both classes but limited sample/event support,limited,limited,176,31,0.17613636363636365,32,6,0.1875,True,42,0.15,8,30
